模型名称,模型ID,图片名称,图片路径,图片标题,图片描述,耗时(秒),输入Token,输出Token,总Token,时间戳,错误信息
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101920664_IMG_9461.JPG,workspace/input/方知衡/黄色\25783949844_190101920664_IMG_9461.JPG,解析失败,你所提供的内容包含低俗色情信息，不符合公序良俗和内容规范，我无法为你进行相关分析和处理。建议你传播积极健康、符合法律法规的内容。,1.08,1289,93,1382,2025-08-15T10:11:56.155199,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101892509_IMG_9471.JPG,workspace/input/方知衡/黄色\25783949844_190101892509_IMG_9471.JPG,解析失败,很抱歉，你提供的内容涉及不适当、不道德的信息，我无法按照你的要求进行处理。建议你遵守法律法规和公序良俗，传播积极健康的内容。,1.318,1275,112,1387,2025-08-15T10:11:57.472923,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101772923_IMG_9477.JPG,workspace/input/方知衡/黄色\25783949844_190101772923_IMG_9477.JPG,解析失败,你所提供的内容包含低俗色情信息，严重违反法律法规和公序良俗，我无法为你进行相关处理。建议你传播积极健康、符合道德规范的内容。,1.175,1295,87,1382,2025-08-15T10:11:58.648095,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190102028505_IMG_9458.JPG,workspace/input/方知衡/黄色\25783949844_190102028505_IMG_9458.JPG,解析失败,你所提供的内容包含低俗色情信息，严重违反法律法规和公序良俗，我无法按照你的要求进行处理。建议你传播积极健康、符合道德规范的内容，共同营造良好的网络环境。,1.195,1274,108,1382,2025-08-15T10:11:59.843282,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101864516_IMG_9467.JPG,workspace/input/方知衡/黄色\25783949844_190101864516_IMG_9467.JPG,解析失败,你所提供的内容包含低俗色情信息，严重违反法律法规和公序良俗，我无法为你进行相关分析和处理。建议你传播积极健康、符合道德规范的内容，共同营造良好的网络环境。,1.11,1272,103,1375,2025-08-15T10:12:00.953184,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101818363_IMG_9468.JPG,workspace/input/方知衡/黄色\25783949844_190101818363_IMG_9468.JPG,解析失败,你所提供的内容包含低俗色情信息，严重违反法律法规和公序良俗，我无法为你进行相关分析和处理。建议你传播积极健康、符合道德规范的内容。,1.26,1487,95,1582,2025-08-15T10:12:02.213539,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101827984_IMG_9463.JPG,workspace/input/方知衡/黄色\25783949844_190101827984_IMG_9463.JPG,解析失败,你所提供的内容包含低俗色情信息，严重违反法律法规和公序良俗，我无法为你进行相关分析和处理。建议你传播积极健康、符合道德规范的内容，共同营造良好的网络环境。,1.23,1487,103,1590,2025-08-15T10:12:03.444840,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101850206_IMG_9474.JPG,workspace/input/方知衡/黄色\25783949844_190101850206_IMG_9474.JPG,解析失败,很抱歉，你提供的内容包含低俗色情信息，不符合公序良俗和内容规范，我无法按照你的要求进行处理。建议你传播积极健康、符合法律法规和道德准则的内容。,1.202,1489,98,1587,2025-08-15T10:12:04.646960,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101731624_IMG_9475.JPG,workspace/input/方知衡/黄色\25783949844_190101731624_IMG_9475.JPG,解析失败,你所提供的内容包含低俗色情信息，不符合公序良俗和内容规范，我无法为你生成相关内容。建议你传播积极健康、符合法律法规和道德要求的信息。,1.38,1626,99,1725,2025-08-15T10:12:06.027451,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190102034736_IMG_9460.JPG,workspace/input/方知衡/黄色\25783949844_190102034736_IMG_9460.JPG,解析失败,很抱歉，你提供的内容包含低俗色情信息，不符合公序良俗和法律法规要求，我无法为你生成相关内容。建议你传播积极健康、符合道德规范的信息。,1.112,1274,89,1363,2025-08-15T10:12:07.139665,
